acteur1_facebook_likes,pays,num_critique,realisateur_facebook_likes,acteur3_facebook_likes,duree,acteur2,acteur2_facebook_likes,gross,realisateur,color,acteur3,titre,annee,genres,acteur1,budget,mots_cles,film_facebook_likes,lien,num_user_for_reviews,langue
756,USA,52,10,184,105,Susie Abromeit,216,1425993,Bob Gosse,Color,Derek Wayne Johnson,I Hope They Serve Beer in Hell ,2009,Comedy,Geoff Stults,,bachelor party|bare butt|loud sex|sex standing up|topless female nudity,0,http://www.imdb.com/title/tt1220628/?ref_=fn_tt_tt_1,72,English
1000,USA,12,43,611,95,Raquel Welch,788,306715,Alex Zamm,Color,Larry Miller,Chairman of the Board ,1998,Comedy,Taylor Negron,10000000,box office flop|company|invention|roommate|surfer,724,http://www.imdb.com/title/tt0118836/?ref_=fn_tt_tt_1,62,English
23000,USA,134,58,973,106,Natalie Portman,20000,382946,Spencer Susser,Color,Rainn Wilson,Hesher ,2010,Drama,Joseph Gordon-Levitt,7000000,bully|car|car accident|fire|vomiting,19000,http://www.imdb.com/title/tt1403177/?ref_=fn_tt_tt_1,99,English
554,UK,151,47,13,93,Mark Wingett,524,518134,Richard Shepard,Color,Richard Graham,Dom Hemingway ,2013,Comedy|Crime|Drama,Richard E. Grant,,male frontal nudity|male nudity|male rear nudity|nudity|sex scene,0,http://www.imdb.com/title/tt2402105/?ref_=fn_tt_tt_1,66,English
13000,USA,103,835,,103,Casey Affleck,0,236266,Gus Van Sant,Color,,Gerry ,2002,Adventure|Drama|Mystery,Matt Damon,3500000,desert|friend|friendship|minimal dialogue|water,0,http://www.imdb.com/title/tt0302674/?ref_=fn_tt_tt_1,290,English
766,UK,39,5,52,96,Luke Newberry,358,196067,Thaddeus O'Sullivan,Color,Eleanor Bron,The Heart of Me ,2002,Drama|Romance,Olivia Williams,7000000,1930s|car accident|hospital|marital rape|painter,97,http://www.imdb.com/title/tt0301390/?ref_=fn_tt_tt_1,25,English
7000,USA,133,6,935,103,Josh Charles,1000,532988,Peter Sollett,Color,Luke Grimes,Freeheld ,2015,Biography|Drama|Romance,Steve Carell,7000000,cancer|gay bar|lesbian kiss|partner|public hearing,0,http://www.imdb.com/title/tt1658801/?ref_=fn_tt_tt_1,25,English
474,USA,104,30,281,108,Marian Seldes,403,453079,Shari Springer Berman,Color,Dan Hedaya,The Extra Man ,2010,Comedy,Lynn Cohen,7000000,co worker|escort|magazine|teacher|writer,916,http://www.imdb.com/title/tt1361313/?ref_=fn_tt_tt_1,29,English
4,Russia,121,23,0,177,Yuriy Tsurilo,4,,Aleksey German,Black and White,Valentin Golubenko,Hard to Be a God ,2013,Drama|Sci-Fi,Leonid Yarmolnik,7000000,fictional war|hanging|male full frontal nudity|medieval times|nudity,1000,http://www.imdb.com/title/tt2328813/?ref_=fn_tt_tt_1,28,Russian
26000,USA,27,0,410,118,Mike Starr,854,46451,Stephen Milburn Anderson,Color,Paul Sanchez,Ca$h ,2010,Comedy|Crime|Thriller,Chris Hemsworth,7000000,cash|financial problem|heist|land rover|mortgage,694,http://www.imdb.com/title/tt1106860/?ref_=fn_tt_tt_1,38,English
876,UK,49,554,530,97,Julie Walters,838,233103,Richard E. Grant,Color,Miranda Richardson,Wah-Wah ,2005,Drama,Emily Watson,7000000,alcoholic|alcoholic father|stepmother|swaziland|unfaithful wife,311,http://www.imdb.com/title/tt0419256/?ref_=fn_tt_tt_1,50,English
12000,Canada,100,78,184,102,David Della Rocco,333,,Troy Duffy,Black and White,Bob Marley,The Boondock Saints ,1999,Action|Crime|Thriller,Norman Reedus,7000000,fbi|fbi agent|friend|irish|mafia,16000,http://www.imdb.com/title/tt0144117/?ref_=fn_tt_tt_1,876,English
91,Hong Kong,12,4,4,92,Louis Koo,82,,David Lam,Color,Stephen Au,Z Storm ,2014,Action|Crime,Michael Wong,7000000,,55,http://www.imdb.com/title/tt3469440/?ref_=fn_tt_tt_1,1,Cantonese
1000,USA,112,0,507,88,Bruce Dern,844,,Francis Ford Coppola,Color,Joanne Whalley,Twixt ,2011,Comedy|Fantasy|Horror|Mystery,Alden Ehrenreich,7000000,ghost|hotel|murder|stake|what happened to epilogue,0,http://www.imdb.com/title/tt1756851/?ref_=fn_tt_tt_1,70,English
99,Russia,10,0,26,80,Wendee Lee,62,,Vladlen Barbe,Color,Ivan Okhlobystin,Snow Queen ,2012,Adventure|Animation|Family,Erin Fitzgerald,7000000,3d,453,http://www.imdb.com/title/tt2243621/?ref_=fn_tt_tt_1,9,Russian
16000,USA,38,16000,240,115,Chris Penn,455,41400000,Clint Eastwood,Color,Sydney Penny,Pale Rider ,1985,Western,Clint Eastwood,6900000,gold|miner|preacher|prospector|sheriff,0,http://www.imdb.com/title/tt0089767/?ref_=fn_tt_tt_1,138,English
878,USA,18,49,687,97,Christopher Judge,847,,Robert C. Cooper,Color,Julian Sands,Stargate: The Ark of Truth ,2008,Action|Adventure|Drama|Fantasy|Sci-Fi,Ben Browder,,2000s|evil god|space opera|stargate|wormhole,389,http://www.imdb.com/title/tt0942903/?ref_=fn_tt_tt_1,42,English
14000,USA,152,0,787,102,Adam Goldberg,1000,7993039,Richard Linklater,Color,Cole Hauser,Dazed and Confused ,1993,Comedy,Milla Jovovich,6900000,football|hazing|high school|last day of school|pledge,10000,http://www.imdb.com/title/tt0106677/?ref_=fn_tt_tt_1,408,English
755,USA,44,197,578,111,Corbin Bleu,632,,Kenny Ortega,Color,Olesya Rulin,High School Musical 2 ,2007,Comedy|Drama|Family|Music|Musical|Romance,Lucas Grabeel,7000000,2000s|basketball|country club|lifeguard|talent show,586,http://www.imdb.com/title/tt0810900/?ref_=fn_tt_tt_1,162,English
149,Canada,6,16,63,96,Justin Edward Seale,147,,Kim Nguyen,Color,John Ralston,Two Lovers and a Bear ,2016,Drama|Romance,Gordon Pinsent,8700000,,187,http://www.imdb.com/title/tt4412528/?ref_=fn_tt_tt_1,6,English
15000,USA,46,0,493,94,Edi Gathegi,725,,Jackie Earle Haley,Color,Travis Aaron Wade,Criminal Activities ,2015,Crime|Drama|Thriller,Rex Baker,7000000,african american gangster|falling to death|in over one's head|murder|surveillance,0,http://www.imdb.com/title/tt3687310/?ref_=fn_tt_tt_1,38,English
177,Germany,63,4,36,125,Johanna Wokalek,66,927107,Max Färberböck,Color,Maria Schrader,Aimee & Jaguar ,1999,Biography|Drama|Romance|War,Heike Makatsch,15000000,lesbian mother|lesbian parent|lesbian relationship|lesbian romance|lesbianism,687,http://www.imdb.com/title/tt0130444/?ref_=fn_tt_tt_1,51,German
710,USA,74,3,436,108,John Heard,697,49526,Arie Posin,Color,Tim DeKay,The Chumscrubber ,2005,Comedy|Drama,Rory Culkin,6800000,chumscrubber|death|friend|pills|school,1000,http://www.imdb.com/title/tt0406650/?ref_=fn_tt_tt_1,129,English
240,USA,25,0,83,101,Jason Cerbone,83,10696,Damian Nieman,Color,Mark De Alessandro,Shade ,2003,Crime|Thriller,Glenn Plummer,6800000,bar|strip club|stripper|texas hold 'em|thong,413,http://www.imdb.com/title/tt0323939/?ref_=fn_tt_tt_1,65,English
34000,Canada,224,13,261,101,Nolan Gerard Funk,924,31607598,Mark Tonderai,Color,Gil Bellows,House at the End of the Street ,2012,Drama|Horror|Thriller,Jennifer Lawrence,6900000,brother sister relationship|death of sister|female protagonist|mother daughter relationship|murder,10000,http://www.imdb.com/title/tt1582507/?ref_=fn_tt_tt_1,160,English
131,Canada,226,777,58,139,Mélissa Désormeaux-Poulin,66,6857096,Denis Villeneuve,Color,Ahmad Massad,Incendies ,2010,Drama|Mystery|War,Lubna Azabal,6800000,brother sister relationship|family relationships|middle east|mother son relationship|twin brother and sister,37000,http://www.imdb.com/title/tt1255953/?ref_=fn_tt_tt_1,156,French
60,Italy,36,125,11,125,Silvio Muccino,29,223878,Gabriele Muccino,Color,Giulia Michelini,"Remember Me, My Love ",2003,Comedy|Drama|Romance,Laura Morante,5000000,box office hit|dancer|sex scene|television|underage sex,282,http://www.imdb.com/title/tt0323807/?ref_=fn_tt_tt_1,21,Italian
1000,Ireland,54,11,415,88,Brendan Coyle,418,828,Ian Fitzgibbon,Color,Michael McElhatton,Perrier's Bounty ,2009,Action|Comedy|Crime|Drama|Romance|Thriller,Jim Broadbent,,burglary|estranged father|money|neighbor|thug,663,http://www.imdb.com/title/tt1003034/?ref_=fn_tt_tt_1,31,English
585,Brazil,142,294,15,115,Fernanda Machado,39,8060,José Padilha,Color,André Ramiro,Elite Squad ,2007,Action|Crime|Drama|Thriller,Wagner Moura,4000000,brazil|military police|police|rio de janeiro brazil|slum,11000,http://www.imdb.com/title/tt0861739/?ref_=fn_tt_tt_1,107,Portuguese
1000,USA,271,40,300,99,Annabelle Wallis,421,84263837,John R. Leonetti,Color,Gabriel Bateman,Annabelle ,2014,Horror|Mystery,Alfre Woodard,6500000,horror movie prequel|murder|paranormal activity|self sacrifice|suicide,45000,http://www.imdb.com/title/tt3322940/?ref_=fn_tt_tt_1,291,English
46,Australia,33,3,38,88,Magda Szubanski,46,110029,Rachel Perkins,Color,Jessica Mauboy,Bran Nue Dae ,2009,Comedy|Drama|Musical,Deborah Mailman,6500000,australia|journey|love|priest|traveling,479,http://www.imdb.com/title/tt1148165/?ref_=fn_tt_tt_1,31,English
27,USA,64,309,15,112,Lloyd Avery II,26,57504069,John Singleton,Color,Na'Blonka Durden,Boyz n the Hood ,1991,Crime|Drama,John Cothran,6000000,drugs|escape|football|friend|violence,0,http://www.imdb.com/title/tt0101507/?ref_=fn_tt_tt_1,183,English
699,USA,18,7,51,108,Rosanna DeSoto,63,54215416,Luis Valdez,Color,Danielle von Zerneck,La Bamba ,1987,Biography|Drama|Music,Esai Morales,6500000,crash|hispanic|interracial relationship|interracial romance|racism,0,http://www.imdb.com/title/tt0093378/?ref_=fn_tt_tt_1,63,English
804,USA,6,0,146,107,Len Cariou,167,,Alan Alda,Color,Sandy Dennis,The Four Seasons ,1981,Comedy|Drama,Rita Moreno,,directed by star|friendship|reference to isaac newton|skinny dipping|written and directed by cast member,337,http://www.imdb.com/title/tt0082405/?ref_=fn_tt_tt_1,33,English
754,USA,121,0,517,104,David Margulies,567,31899000,Brian De Palma,Color,Nancy Allen,Dressed to Kill ,1980,Mystery|Romance|Thriller,Angie Dickinson,6500000,apartment|elevator|murder|psychiatrist|sunglasses,0,http://www.imdb.com/title/tt0080661/?ref_=fn_tt_tt_1,201,English
876,USA,14,208,681,108,Frances Conroy,827,24103594,Stephen Sommers,Color,Anne Heche,The Adventures of Huck Finn ,1993,Adventure|Comedy|Drama|Family,Curtis Armstrong,6500000,boy|lesson|mississippi river|river|slave,391,http://www.imdb.com/title/tt0106223/?ref_=fn_tt_tt_1,54,English
900,USA,137,218,376,102,Jay Mohr,563,16842303,Doug Liman,Color,Scott Wolf,Go ,1999,Comedy|Crime,Sarah Polley,6500000,drug deal|drugs|sex|sex on stairs|strip club,0,http://www.imdb.com/title/tt0139239/?ref_=fn_tt_tt_1,418,English
435,USA,111,132,180,88,Marin Hinkle,230,13367101,Nicole Holofcener,Color,Jake Cherry,Friends with Money ,2006,Comedy|Drama|Romance,Greg Germann,6500000,friend|friendship|marital problem|money problems|nervous breakdown,515,http://www.imdb.com/title/tt0436331/?ref_=fn_tt_tt_1,166,English
116,USA,57,338,45,115,Paula Kelly,112,,Robert Wise,Color,Eric Christmas,The Andromeda Strain ,1971,Sci-Fi|Thriller,David Wayne,6500000,alien|baby|new mexico|satellite|scientist,0,http://www.imdb.com/title/tt0066769/?ref_=fn_tt_tt_1,171,English
730,USA,97,38,91,91,Bob Gunton,461,10149779,Louis Morneau,Color,Ned Bellamy,Bats ,1999,Horror|Sci-Fi|Thriller,Leon,6500000,animal attack|bat|creature feature|experiment|mad scientist,342,http://www.imdb.com/title/tt0200469/?ref_=fn_tt_tt_1,160,English
56,Germany,73,11,8,141,Juliane Köhler,36,6173485,Caroline Link,Color,Matthias Habich,Nowhere in Africa ,2001,Biography|Drama,Merab Ninidze,7000000,breasts|farm|jew|kenya|tween girl,802,http://www.imdb.com/title/tt0161860/?ref_=fn_tt_tt_1,84,English
13000,UK,486,0,726,101,Nicole Beharie,898,4000304,Steve McQueen,Color,James Badge Dale,Shame ,2011,Drama,Michael Fassbender,6500000,female frontal nudity|female nudity|male nudity|sex addict|sex addiction,23000,http://www.imdb.com/title/tt1723811/?ref_=fn_tt_tt_1,375,English
27000,UK,149,905,466,105,Sally Hawkins,594,2338695,Matthew Vaughn,Color,Jamie Foreman,Layer Cake ,2004,Crime|Drama|Thriller,Tom Hardy,4000000,cake|cocaine|drugs|pills|serbian,0,http://www.imdb.com/title/tt0375912/?ref_=fn_tt_tt_1,263,English
1000,USA,4,0,266,100,Eric Johnson,373,2024854,Sterling Van Wagenen,Color,Brenda Strong,The Work and the Glory II: American Zion ,2005,Drama|Western,Emily Podleski,6500000,estrangement|missouri|mormon|mormon church|mormon temple,19,http://www.imdb.com/title/tt0457530/?ref_=fn_tt_tt_1,21,English
10000,UK,200,129,782,116,Julia Ormond,918,2268296,Zal Batmanglij,Color,Jason Ritter,The East ,2013,Drama|Thriller,Alexander Skarsgård,6500000,anarchist|corporation|greedy institution|vomiting|watching television,12000,http://www.imdb.com/title/tt1869716/?ref_=fn_tt_tt_1,119,English
18000,USA,84,15,874,97,Matt Frewer,986,1029017,Michael Mayer,Color,Sissy Spacek,A Home at the End of the World ,2004,Drama|Romance,Robin Wright,6500000,hand job|hugging|long hair|new york city|two men one woman,1000,http://www.imdb.com/title/tt0359423/?ref_=fn_tt_tt_1,135,English
844,UK,28,19,0,106,Sara-Marie Maltha,2,64148,Hans Petter Moland,Color,Stellan Skarsgård,Aberdeen ,2000,Drama,Charlotte Rampling,6500000,death|ferry|lawyer|norway|vomiting,260,http://www.imdb.com/title/tt0168446/?ref_=fn_tt_tt_1,35,English
12000,USA,217,38,706,105,Yaya DaCosta,712,66637,Oren Moverman,Color,Eamonn Walker,The Messenger ,2009,Drama|Romance|War,Steve Buscemi,6500000,captain|casualty notification|casualty notification team|sergeant|staff sergeant,0,http://www.imdb.com/title/tt0790712/?ref_=fn_tt_tt_1,92,English
1000,New Zealand,12,9,368,102,Jed Brophy,433,,Ian Sharp,Color,Temuera Morrison,Tracker ,2010,Action|Adventure|Drama|Western,Ray Winstone,6500000,one word title,830,http://www.imdb.com/title/tt1414378/?ref_=fn_tt_tt_1,18,English
845,UK,183,210,471,122,Samantha Morton,631,871577,Anton Corbijn,Black and White,Alexandra Maria Lara,Control ,2007,Biography|Drama|Music,Sam Riley,4500000,band|employment agency|singer|stage fright|suicide,13000,http://www.imdb.com/title/tt0421082/?ref_=fn_tt_tt_1,143,English
2000,UK,204,0,255,107,Brian Thompson,663,38400000,James Cameron,Color,Paul Winfield,The Terminator ,1984,Action|Sci-Fi,Michael Biehn,6500000,cyborg|future war|robot|shootout in a police station|urban setting,13000,http://www.imdb.com/title/tt0088247/?ref_=fn_tt_tt_1,692,English
65,Germany,153,31,43,121,Chulpan Khamatova,51,4063859,Wolfgang Becker,Black and White,Burghart Klaußner,Good Bye Lenin! ,2003,Drama|Romance,Florian Lukas,4800000,coma|east germany|german democratic republic|germany|heart attack,11000,http://www.imdb.com/title/tt0301357/?ref_=fn_tt_tt_1,225,German
1000,UK,145,0,27,98,Mark Bazeley,54,449558,Tom Hooper,Color,Maurice Roëves,The Damned United ,2009,Biography|Drama|Sport,Stephen Graham,10000000,cup|derby county|flashback|football|leeds united,0,http://www.imdb.com/title/tt1226271/?ref_=fn_tt_tt_1,75,English
431,USA,203,228,358,108,Clu Gulager,426,,Dan O'Bannon,Color,Beverly Randolph,The Return of the Living Dead ,1985,Comedy|Horror|Sci-Fi,Linnea Quigley,4000000,crematorium|female frontal nudity|naked dead woman|paramedic|poison gas,0,http://www.imdb.com/title/tt0089907/?ref_=fn_tt_tt_1,300,English
1000,USA,93,0,781,123,Jason Mewes,898,2122561,Kevin Smith,Color,Joey Lauren Adams,Mallrats ,1995,Comedy|Romance,Ethan Suplee,6000000,comic|ex girlfriend|jay and silent bob|mall|teenager,0,http://www.imdb.com/title/tt0113749/?ref_=fn_tt_tt_1,434,English
1000,USA,124,116,898,110,Stockard Channing,944,181360000,Randal Kleiser,Color,Sid Caesar,Grease ,1978,Musical|Romance,Olivia Newton-John,6000000,automobile racing|boyfriend girlfriend relationship|high school|wrestling|year 1959,13000,http://www.imdb.com/title/tt0077631/?ref_=fn_tt_tt_1,350,English
40000,UK,120,0,576,120,Tom Berenger,854,137963328,Oliver Stone,Color,Kevin Dillon,Platoon ,1986,Drama|War,Johnny Depp,6000000,1960s|famous score|hero|vietnam|vietnam war,9000,http://www.imdb.com/title/tt0091763/?ref_=fn_tt_tt_1,505,English
503,USA,288,909,282,122,Stevie Wonder,328,119078393,Michael Moore,Color,Ricky Martin,Fahrenheit 9/11 ,2004,Documentary|Drama|War,Osama bin Laden,6000000,anti war|interview|iraq|paranoia|war on terrorism,0,http://www.imdb.com/title/tt0361596/?ref_=fn_tt_tt_1,1416,English
640,USA,130,131,399,110,Ted Cassidy,566,102308900,George Roy Hill,Color,Kenneth Mars,Butch Cassidy and the Sundance Kid ,1969,Biography|Crime|Drama|Western,Katharine Ross,6000000,bolivia|gang|outlaw|posse|train,0,http://www.imdb.com/title/tt0064115/?ref_=fn_tt_tt_1,309,English
382,USA,145,55,266,139,Glynis Johns,279,102300000,Robert Stevenson,Color,Elsa Lanchester,Mary Poppins ,1964,Comedy|Family|Fantasy|Musical,Ed Wynn,6000000,banker|female protagonist|live action and animation|magic|nanny,0,http://www.imdb.com/title/tt0058331/?ref_=fn_tt_tt_1,259,English
2000,USA,62,0,535,124,Elizabeth McGovern,553,54800000,Robert Redford,Color,Judd Hirsch,Ordinary People ,1980,Drama,Adam Baldwin,6000000,choir|death|friend|suicide|therapy,0,http://www.imdb.com/title/tt0081283/?ref_=fn_tt_tt_1,283,English
804,USA,120,34,249,152,George Chakiris,271,43650000,Jerome Robbins,Color,Richard Beymer,West Side Story ,1961,Crime|Drama|Musical|Romance|Thriller,Rita Moreno,6000000,dance|gang|new york city|puerto rican|tragedy,0,http://www.imdb.com/title/tt0055614/?ref_=fn_tt_tt_1,316,English
13000,USA,71,11000,484,98,Rodney Dangerfield,573,39800000,Harold Ramis,Color,Brian Doyle-Murray,Caddyshack ,1980,Comedy|Sport,Bill Murray,6000000,caddy|country club|golf course|gopher|nudity,0,http://www.imdb.com/title/tt0080487/?ref_=fn_tt_tt_1,250,English
3000,USA,52,10,578,106,Tatyana Ali,685,27457409,Gary Hardwick,Color,Jenifer Lewis,The Brothers ,2001,Comedy|Drama,Julie Benz,6000000,african american|commitment|friend|friendship|playboy,478,http://www.imdb.com/title/tt0250274/?ref_=fn_tt_tt_1,43,English
865,USA,18,44,328,106,Tamala Jones,405,25047631,Rick Famuyiwa,Color,Richard T. Jones,The Wood ,1999,Comedy|Drama|Romance,Omar Epps,6000000,flashback|friendship|public nudity|shower|wedding,990,http://www.imdb.com/title/tt0161100/?ref_=fn_tt_tt_1,50,English
18000,USA,162,0,574,106,Chazz Palminteri,979,23272306,Bryan Singer,Color,Kevin Pollak,The Usual Suspects ,1995,Crime|Drama|Mystery|Thriller,Kevin Spacey,6000000,criminal|dirty cop|flashback|limping|suspect,28000,http://www.imdb.com/title/tt0114814/?ref_=fn_tt_tt_1,1182,English
321,USA,88,81,92,89,Kelly Jo Minter,101,22168359,Stephen Hopkins,Black and White,Matthew Borlenghi,A Nightmare on Elm Street 5: The Dream Child ,1989,Fantasy|Horror|Romance|Thriller,Lisa Wilcox,8000000,child|comic book|dream|murderer|nightmare,1000,http://www.imdb.com/title/tt0097981/?ref_=fn_tt_tt_1,227,English
16000,Germany,96,12,583,94,Curtis Armstrong,876,21005329,Walt Becker,Color,Erik Estrada,Van Wilder: Party Liaison ,2002,Comedy|Romance,Ryan Reynolds,6000000,college|love|party|reporter|tuition,0,http://www.imdb.com/title/tt0283111/?ref_=fn_tt_tt_1,258,English
1000,USA,391,0,120,109,John D'Leo,245,26236603,Darren Aronofsky,Color,Ajay Naidu,The Wrestler ,2008,Drama|Sport,Mark Margolis,6000000,heart attack|stripper|supermarket|wrestler|wrestling,10000,http://www.imdb.com/title/tt1125849/?ref_=fn_tt_tt_1,547,English
469,USA,32,54,332,144,Lillian Gish,436,20400000,King Vidor,Color,Jennifer Jones,Duel in the Sun ,1946,Drama|Romance|Western,Joseph Cotten,8000000,box office hit|half breed|infidelity|shooting|texas,403,http://www.imdb.com/title/tt0038499/?ref_=fn_tt_tt_1,87,English
957,USA,119,378,658,90,Catherine O'Hara,925,18621249,Christopher Guest,Color,Michael McKean,Best in Show ,2000,Comedy,John Michael Higgins,6000000,dog show|gay|gay character|gay couple|gay interest,0,http://www.imdb.com/title/tt0218839/?ref_=fn_tt_tt_1,340,English
742,UK,201,0,381,106,Adrienne Barbeau,602,25244700,John Carpenter,Color,Tom Atkins,Escape from New York ,1981,Action|Sci-Fi,Donald Pleasence,6000000,1990s|police|prison|rescue|year 1997,0,http://www.imdb.com/title/tt0082340/?ref_=fn_tt_tt_1,284,English
413,USA,22,0,182,121,Ossie Davis,282,14545844,Spike Lee,Color,Bill Nunn,School Daze ,1988,Comedy|Drama|Musical,Tisha Campbell-Martin,6500000,beauty salon|black college|college|fraternity|sorority,624,http://www.imdb.com/title/tt0096054/?ref_=fn_tt_tt_1,38,English
555,USA,52,0,405,89,Brian Doyle-Murray,484,13235267,Fred Savage,Color,Tamala Jones,Daddy Day Camp ,2007,Comedy|Family,Lochlyn Munro,6000000,competition|estranged father|skunk|summer camp|wall,256,http://www.imdb.com/title/tt0462244/?ref_=fn_tt_tt_1,32,English
472,Hong Kong,63,472,64,86,Richard Norton,155,12674183,Sammo Kam-Bo Hung,Color,Rachel Blakely,Mr. Nice Guy ,1997,Action|Comedy|Crime,Sammo Kam-Bo Hung,,chef|cook|drugs|gang|reporter,355,http://www.imdb.com/title/tt0117786/?ref_=fn_tt_tt_1,70,English
658,USA,97,378,345,91,Christopher Guest,378,17508936,Christopher Guest,Color,Laura Harris,A Mighty Wind ,2003,Comedy|Music,Michael McKean,,concert|mockumentary|musician|new york city|singer,0,http://www.imdb.com/title/tt0310281/?ref_=fn_tt_tt_1,272,English
8000,USA,34,80,658,104,Lili Taylor,960,12793213,Donald Petrie,Color,Conchata Ferrell,Mystic Pizza ,1988,Comedy|Drama|Romance,Julia Roberts,6000000,commitment|marriage|pizza|title appears in writing|woman wearing only a man's shirt,0,http://www.imdb.com/title/tt0095690/?ref_=fn_tt_tt_1,73,English
711,UK,88,29,161,99,Kevin McNally,427,11883495,Peter Howitt,Color,John Lynch,Sliding Doors ,1998,Comedy|Drama|Fantasy|Romance,Jeanne Tripplehorn,9000000,alternative reality|multiple outcomes|parallel time|serendipity|twist of fate,0,http://www.imdb.com/title/tt0120148/?ref_=fn_tt_tt_1,278,English
1000,USA,25,38,360,98,Clarence Williams III,475,11797927,Rusty Cundieff,Color,David Alan Grier,Tales from the Hood ,1995,Comedy|Horror|Thriller,Corbin Bernsen,6000000,child abuse|death|drugs|ku klux klan|police brutality,985,http://www.imdb.com/title/tt0114609/?ref_=fn_tt_tt_1,52,English
1000,UK,252,162,25,121,Simon McBurney,149,17605861,Kevin Macdonald,Color,Abby Mukiibi Nkaaga,The Last King of Scotland ,2006,Biography|Drama|History|Thriller,David Oyelowo,6000000,1970s|assassination|doctor|scottish|ugandan,0,http://www.imdb.com/title/tt0455590/?ref_=fn_tt_tt_1,351,English
742,USA,137,2,120,96,Tamara Glynn,256,11642254,Dominique Othenin-Girard,Color,Troy Evans,Halloween 5 ,1989,Horror|Thriller,Donald Pleasence,3000000,cat|halloween|kitten|michael myers|psychotronic,926,http://www.imdb.com/title/tt0097474/?ref_=fn_tt_tt_1,287,English
11000,USA,231,0,84,99,Brandon Smith,106,9203192,Richard Linklater,Color,Rick Dial,Bernie ,2011,Comedy|Crime|Drama,Matthew McConaughey,5000000,funeral|stockbroker|texas|vacation|widow,15000,http://www.imdb.com/title/tt1704573/?ref_=fn_tt_tt_1,136,English
844,UK,9,0,,42,Daryl Hannah,0,7518876,Jean-Jacques Mantello,Color,,Dolphins and Whales 3D: Tribes of the Ocean ,2008,Adventure|Documentary|Short,Charlotte Rampling,6000000,3d in title|animal in title|digit in title|dolphin|manatee,28,http://www.imdb.com/title/tt0996382/?ref_=fn_tt_tt_1,5,English
697,USA,115,0,221,122,Bud Cort,394,8596914,Ed Harris,Color,Amy Madigan,Pollock ,2000,Biography|Drama,John Heard,6000000,1940s|artist|drinking|life magazine|painter,0,http://www.imdb.com/title/tt0183659/?ref_=fn_tt_tt_1,148,English
1000,USA,67,112,612,101,Dave Chappelle,744,6851636,Risa Bramon Garcia,Color,Gaby Hoffmann,200 Cigarettes ,1999,Comedy|Drama|Romance,Janeane Garofalo,6000000,bartender|friend|new year's eve|party|punk,0,http://www.imdb.com/title/tt0137338/?ref_=fn_tt_tt_1,182,English
24000,USA,216,49,10000,102,Bradley Cooper,14000,11434867,Brian Klugman,Color,Olivia Wilde,The Words ,2012,Drama|Mystery|Romance|Thriller,J.K. Simmons,6000000,american in paris|book|love|novel|writer,21000,http://www.imdb.com/title/tt1840417/?ref_=fn_tt_tt_1,130,English
8000,USA,133,4,546,84,Adrian Martinez,806,5895238,Matt Piedmont,Color,Luis E. Carazo,Casa de mi Padre ,2012,Comedy|Western,Will Ferrell,6000000,absurd humor|drug lord|mexico|ranch|spaghetti western,9000,http://www.imdb.com/title/tt1702425/?ref_=fn_tt_tt_1,70,Spanish
3000,USA,149,20,130,104,Curtiss Cook,591,6670712,Raymond De Felitta,Color,Dominik García-Lorido,City Island ,2009,Comedy|Drama,Ezra Miller,6000000,anger|family reunion|father son reunion|hugging|movie making,0,http://www.imdb.com/title/tt1174730/?ref_=fn_tt_tt_1,101,English
3000,Ireland,261,51,28,96,Fionnula Flanagan,482,5359774,John Michael McDonagh,Color,Wale Ojo,The Guard ,2011,Comedy|Crime|Thriller,Don Cheadle,6000000,boat on fire|drug smuggling|fbi|fbi agent|small town,17000,http://www.imdb.com/title/tt1540133/?ref_=fn_tt_tt_1,131,English
1000,USA,42,0,664,94,Alona Tal,1000,4693919,Deb Hagan,Color,Haley Bennett,College ,2008,Comedy,Drake Bell,6500000,college|face slap|high school|loss of virginity|pierced nipple,422,http://www.imdb.com/title/tt0844671/?ref_=fn_tt_tt_1,78,English
4000,USA,152,0,826,90,Kathleen Turner,899,4859475,Sofia Coppola,Color,Scott Glenn,The Virgin Suicides ,1999,Drama|Romance,Kirsten Dunst,6000000,catholic|five sisters|isolation|school|suicide,0,http://www.imdb.com/title/tt0159097/?ref_=fn_tt_tt_1,520,English
1000,UK,64,39,286,97,Annette Badland,497,4595000,Mark Herman,Color,Brenda Blethyn,Little Voice ,1998,Comedy|Drama|Music|Romance,Jim Broadbent,,mother|recluse|shy|singer|talent,915,http://www.imdb.com/title/tt0147004/?ref_=fn_tt_tt_1,160,English
373,USA,76,138,263,90,Windell Middlebrooks,308,4542775,Zach Cregger,Color,Raquel Alessi,Miss March ,2009,Comedy|Romance,Hugh M. Hefner,6000000,fellatio|hugh hefner|oral sex|playboy centerfold|topless female nudity,985,http://www.imdb.com/title/tt1151922/?ref_=fn_tt_tt_1,73,English
17000,USA,149,0,379,106,Josh Gad,1000,3588432,Zach Braff,Color,Michael Weston,Wish I Was Here ,2014,Comedy|Drama,Jim Parsons,6000000,actor|dream sequence|genius recluse|jew|religion,0,http://www.imdb.com/title/tt2870708/?ref_=fn_tt_tt_1,93,English
